BE	Start	Ende	Durchlaufzeit	Anteil_Produktion	Anteil_Liegezeit	Liefertermin	Termintreue	Difference Reward	DebugStammdaten	Reward
Auftrag_Typ_3:4	01.10.2020 00:01:16.9840	01.10.2020 01:10:37.1501	1:09:20.1661	0.05	0.95	01.10.2020 00:34:20.3173	209.76			-5
Auftrag_Typ_3:5	01.10.2020 00:01:17.8915	01.10.2020 01:09:15.7621	1:07:57.8706	0.05	0.95	01.10.2020 00:34:21.2248	205.61			-5
Auftrag_Typ_1:3	01.10.2020 00:01:18.1773	01.10.2020 00:25:32.8891	24:14.7118	0.12	0.88	01.10.2020 00:33:51.5106	74.47			1
Auftrag_Typ_1:4	01.10.2020 00:01:18.4560	01.10.2020 00:04:26.2771	3:07.8211	0.99	0.01	01.10.2020 00:33:51.7893	9.62			1
Auftrag_Typ_3:6	01.10.2020 00:01:18.6068	01.10.2020 00:19:19.0851	18:00.4783	0.21	0.79	01.10.2020 00:34:21.9401	54.48			1
Auftrag_Typ_1:5	01.10.2020 00:01:19.1197	01.10.2020 00:27:26.9219	26:07.8022	0.22	0.78	01.10.2020 00:33:52.4531	80.26			1
Auftrag_Typ_5:4	01.10.2020 00:01:19.5690	01.10.2020 01:15:36.2381	1:14:16.6691	0.69	0.31	01.10.2020 01:36:57.9023	77.66			1
Auftrag_Typ_5:5	01.10.2020 00:01:20.0571	01.10.2020 00:08:42.2078	7:22.1506	0.94	0.06	01.10.2020 01:36:58.3905	7.71			1
Auftrag_Typ_2:2	01.10.2020 00:01:20.1338	01.10.2020 00:30:21.8771	29:01.7432	0.11	0.89	01.10.2020 00:37:46.8005	79.65			1
Auftrag_Typ_5:6	01.10.2020 00:01:21.8594	01.10.2020 02:29:25.9381	2:28:04.0787	0.46	0.54	01.10.2020 01:37:00.1927	154.82			-4
Auftrag_Typ_1:6	01.10.2020 00:01:23.1240	01.10.2020 00:19:34.1091	18:10.9850	0.27	0.73	01.10.2020 00:33:56.4574	55.85			1
Auftrag_Typ_6:1	01.10.2020 00:01:26.8749	01.10.2020 00:35:23.9575	33:57.0827	0.81	0.19	01.10.2020 02:00:00.2082	28.64			1
Auftrag_Typ_4:1	01.10.2020 00:01:26.9240	01.10.2020 00:26:55.9478	25:29.0237	0.70	0.30	01.10.2020 00:54:33.2574	47.99			1
Auftrag_Typ_1:7	01.10.2020 00:01:27.9857	01.10.2020 00:21:48.7491	20:20.7633	0.19	0.81	01.10.2020 00:34:01.3191	62.50			1
Auftrag_Typ_5:7	01.10.2020 00:01:28.3743	01.10.2020 01:39:19.1381	1:37:50.7638	0.62	0.38	01.10.2020 01:37:06.7076	102.31			-2
Auftrag_Typ_1:8	01.10.2020 00:01:28.7055	01.10.2020 00:23:13.3848	21:44.6793	0.29	0.71	01.10.2020 00:34:02.0388	66.79			1
Auftrag_Typ_1:9	01.10.2020 00:01:29.2403	01.10.2020 00:10:34.6831	9:05.4428	0.42	0.58	01.10.2020 00:34:02.5736	27.92			1
Auftrag_Typ_2:3	01.10.2020 00:01:29.6138	01.10.2020 00:27:50.8011	26:21.1873	0.06	0.94	01.10.2020 00:37:56.2804	72.31			1
Auftrag_Typ_3:7	01.10.2020 00:01:29.6403	01.10.2020 01:06:42.1341	1:05:12.4938	0.03	0.97	01.10.2020 00:34:32.9737	197.27			-5
Auftrag_Typ_5:8	01.10.2020 00:01:30.6412	01.10.2020 00:16:39.0981	15:08.4569	0.99	0.01	01.10.2020 01:37:08.9745	15.83			1
Auftrag_Typ_1:10	01.10.2020 00:01:31.2843	01.10.2020 00:50:33.8678	49:02.5835	0.51	0.49	01.10.2020 00:34:04.6176	150.64			-3
Auftrag_Typ_2:4	01.10.2020 00:01:34.0935	01.10.2020 00:31:29.4575	29:55.3640	0.09	0.91	01.10.2020 00:38:00.7602	82.11			1
Auftrag_Typ_1:11	01.10.2020 00:01:34.3380	01.10.2020 00:06:51.7648	5:17.4268	0.75	0.25	01.10.2020 00:34:07.6714	16.25			1
Auftrag_Typ_1:12	01.10.2020 00:01:34.8816	01.10.2020 00:20:14.0851	18:39.2034	0.13	0.87	01.10.2020 00:34:08.2149	57.30			1
Auftrag_Typ_1:13	01.10.2020 00:01:34.9793	01.10.2020 00:29:23.5123	27:48.5330	0.26	0.74	01.10.2020 00:34:08.3126	85.42			1
Auftrag_Typ_3:8	01.10.2020 00:01:35.9850	01.10.2020 00:33:51.8250	32:15.8400	0.15	0.85	01.10.2020 00:34:39.3184	97.61			10
Auftrag_Typ_3:9	01.10.2020 00:01:36.0360	01.10.2020 00:35:41.9850	34:05.9490	0.14	0.86	01.10.2020 00:34:39.3694	103.16			-2
Auftrag_Typ_2:5	01.10.2020 00:01:37.2427	01.10.2020 00:33:34.1575	31:56.9148	0.12	0.88	01.10.2020 00:38:03.9094	87.66			1
Auftrag_Typ_1:14	01.10.2020 00:01:37.7918	01.10.2020 00:24:18.6891	22:40.8973	0.18	0.82	01.10.2020 00:34:11.1252	69.67			1
Auftrag_Typ_3:10	01.10.2020 00:01:37.8675	01.10.2020 00:16:19.4491	14:41.5815	0.27	0.73	01.10.2020 00:34:41.2009	44.45			1
Auftrag_Typ_3:11	01.10.2020 00:01:38.1245	01.10.2020 00:10:09.1673	8:31.0428	0.83	0.17	01.10.2020 00:34:41.4578	25.77			1
Auftrag_Typ_3:12	01.10.2020 00:01:38.2115	01.10.2020 00:05:47.6193	4:09.4078	0.84	0.16	01.10.2020 00:34:41.5448	12.58			1
Auftrag_Typ_5:9	01.10.2020 00:01:38.5131	01.10.2020 00:24:23.0124	22:44.4993	0.45	0.55	01.10.2020 01:37:16.8464	23.78			1
Auftrag_Typ_3:13	01.10.2020 00:01:42.6113	01.10.2020 00:35:28.7803	33:46.1690	0.12	0.88	01.10.2020 00:34:45.9446	102.16			-2
Auftrag_Typ_3:14	01.10.2020 00:01:42.6354	01.10.2020 00:33:55.9463	32:13.3109	0.18	0.82	01.10.2020 00:34:45.9688	97.48			10
Auftrag_Typ_3:15	01.10.2020 00:01:42.6421	01.10.2020 00:16:16.1251	14:33.4830	0.33	0.67	01.10.2020 00:34:45.9754	44.04			1
Auftrag_Typ_2:6	01.10.2020 00:01:43.0016	01.10.2020 00:05:05.4573	3:22.4557	0.68	0.32	01.10.2020 00:38:09.6683	9.26			1
Auftrag_Typ_1:15	01.10.2020 00:01:45.0376	01.10.2020 00:16:34.3291	14:49.2915	0.29	0.71	01.10.2020 00:34:18.3709	45.53			1
Auftrag_Typ_1:16	01.10.2020 00:01:45.3608	01.10.2020 00:20:24.2850	18:38.9242	0.35	0.65	01.10.2020 00:34:18.6942	57.28			1
Auftrag_Typ_1:17	01.10.2020 00:01:45.6678	01.10.2020 00:12:02.2448	10:16.5769	0.75	0.25	01.10.2020 00:34:19.0012	31.57			1
Auftrag_Typ_5:10	01.10.2020 00:01:45.7422	01.10.2020 00:15:23.3848	13:37.6426	0.68	0.32	01.10.2020 01:37:24.0755	14.25			1
Auftrag_Typ_1:18	01.10.2020 00:01:47.5962	01.10.2020 00:12:43.5031	10:55.9069	0.35	0.65	01.10.2020 00:34:20.9295	33.58			1
Auftrag_Typ_3:16	01.10.2020 00:01:47.8553	01.10.2020 00:10:01.9560	8:14.1007	0.44	0.56	01.10.2020 00:34:51.1886	24.91			1
Auftrag_Typ_1:19	01.10.2020 00:01:48.0917	01.10.2020 00:28:36.1181	26:48.0264	0.55	0.45	01.10.2020 00:34:21.4250	82.32			1
Auftrag_Typ_2:7	01.10.2020 00:01:48.7588	01.10.2020 00:11:01.1919	9:12.4331	0.46	0.54	01.10.2020 00:38:15.4254	25.26			1
Auftrag_Typ_3:17	01.10.2020 00:01:48.8909	01.10.2020 00:08:03.9231	6:15.0322	0.65	0.35	01.10.2020 00:34:52.2242	18.91			1
Auftrag_Typ_1:20	01.10.2020 00:01:49.9255	01.10.2020 00:14:44.8324	12:54.9069	0.52	0.48	01.10.2020 00:34:23.2588	39.67			1
Auftrag_Typ_3:18	01.10.2020 00:01:51.1403	01.10.2020 01:39:42.4381	1:37:51.2978	0.05	0.95	01.10.2020 00:34:54.4736	296.03			-5
Auftrag_Typ_1:21	01.10.2020 00:01:52.3066	01.10.2020 00:19:20.8248	17:28.5182	0.38	0.62	01.10.2020 00:34:25.6399	53.68			1
Auftrag_Typ_2:8	01.10.2020 00:01:52.3121	01.10.2020 00:24:24.4088	22:32.0967	0.11	0.89	01.10.2020 00:38:18.9787	61.83			1
Auftrag_Typ_3:19	01.10.2020 00:01:53.6300	01.10.2020 00:06:47.8473	4:54.2172	0.61	0.39	01.10.2020 00:34:56.9634	14.83			1

Episode321
Auftrag_Typ_5:1	01.10.2020 00:01:01.6673	01.10.2020 00:37:22.6848	36:21.0175	0.94	0.06	01.10.2020 01:36:40.0006	38.01			1
Auftrag_Typ_3:1	01.10.2020 00:01:02.9938	01.10.2020 00:09:13.5338	8:10.5400	0.55	0.45	01.10.2020 00:34:06.3271	24.73			1
Auftrag_Typ_4:1	01.10.2020 00:01:03.5015	01.10.2020 00:10:30.1489	9:26.6474	0.65	0.35	01.10.2020 00:54:09.8348	17.78			1
Auftrag_Typ_1:1	01.10.2020 00:01:05.1383	01.10.2020 00:35:15.6215	34:10.4832	0.21	0.79	01.10.2020 00:33:38.4716	104.97			-2
Auftrag_Typ_5:2	01.10.2020 00:01:05.1489	01.10.2020 00:05:57.6858	4:52.5369	0.89	0.11	01.10.2020 01:36:43.4822	5.10			1
Auftrag_Typ_2:1	01.10.2020 00:01:05.8144	01.10.2020 01:09:28.2980	1:08:22.4836	0.05	0.95	01.10.2020 00:37:32.4810	187.61			-5
Auftrag_Typ_1:2	01.10.2020 00:01:05.8624	01.10.2020 00:32:04.7631	30:58.9007	0.25	0.75	01.10.2020 00:33:39.1957	95.17			10
Auftrag_Typ_4:2	01.10.2020 00:01:07.5422	01.10.2020 01:06:23.7500	1:05:16.2078	0.13	0.87	01.10.2020 00:54:13.8755	122.91			-3
Auftrag_Typ_3:2	01.10.2020 00:01:07.8313	01.10.2020 00:05:13.1852	4:05.3540	1.00	0.00	01.10.2020 00:34:11.1646	12.37			1
Auftrag_Typ_1:3	01.10.2020 00:01:08.5726	01.10.2020 00:33:05.9631	31:57.3905	0.34	0.66	01.10.2020 00:33:41.9059	98.16			10
Auftrag_Typ_1:4	01.10.2020 00:01:08.8067	01.10.2020 00:04:12.4378	3:03.6311	0.99	0.01	01.10.2020 00:33:42.1400	9.40			1
Auftrag_Typ_3:3	01.10.2020 00:01:09.9759	01.10.2020 00:48:07.5229	46:57.5471	0.12	0.88	01.10.2020 00:34:13.3092	142.06			-3
Auftrag_Typ_3:4	01.10.2020 00:01:10.1902	01.10.2020 00:13:05.5144	11:55.3242	0.25	0.75	01.10.2020 00:34:13.5236	36.07			1
Auftrag_Typ_1:5	01.10.2020 00:01:11.0630	01.10.2020 00:26:11.5815	25:00.5185	0.93	0.07	01.10.2020 00:33:44.3963	76.82			1
Auftrag_Typ_3:5	01.10.2020 00:01:14.3626	01.10.2020 00:44:42.6490	43:28.2863	0.13	0.87	01.10.2020 00:34:17.6960	131.51			-3
Auftrag_Typ_3:6	01.10.2020 00:01:14.6613	01.10.2020 00:59:47.1699	58:32.5087	0.05	0.95	01.10.2020 00:34:17.9946	177.10			-4
Auftrag_Typ_1:6	01.10.2020 00:01:15.0960	01.10.2020 00:27:07.3622	25:52.2662	0.15	0.85	01.10.2020 00:33:48.4293	79.47			1
Auftrag_Typ_3:7	01.10.2020 00:01:15.5549	01.10.2020 00:40:46.0950	39:30.5401	0.13	0.87	01.10.2020 00:34:18.8882	119.52			-3
Auftrag_Typ_3:8	01.10.2020 00:01:17.8529	01.10.2020 00:58:59.4061	57:41.5533	0.06	0.94	01.10.2020 00:34:21.1862	174.53			-4
Auftrag_Typ_1:7	01.10.2020 00:01:19.1583	01.10.2020 00:41:39.9648	40:20.8065	0.15	0.85	01.10.2020 00:33:52.4917	123.93			-3
Auftrag_Typ_2:2	01.10.2020 00:01:19.3988	01.10.2020 00:57:08.5419	55:49.1432	0.02	0.98	01.10.2020 00:37:46.0654	153.16			-4
Auftrag_Typ_3:9	01.10.2020 00:01:19.5726	01.10.2020 00:56:13.4801	54:53.9075	0.05	0.95	01.10.2020 00:34:22.9060	166.08			-4
Auftrag_Typ_4:3	01.10.2020 00:01:21.0473	01.10.2020 00:57:25.2101	56:04.1628	0.18	0.82	01.10.2020 00:54:27.3807	105.58			-2
Auftrag_Typ_5:3	01.10.2020 00:01:21.5390	01.10.2020 00:25:13.9232	23:52.3841	0.51	0.49	01.10.2020 01:36:59.8724	24.96			1
Auftrag_Typ_4:4	01.10.2020 00:01:21.6534	01.10.2020 00:48:37.4339	47:15.7805	0.20	0.80	01.10.2020 00:54:27.9868	89.00			1
Auftrag_Typ_3:10	01.10.2020 00:01:21.6832	01.10.2020 01:00:31.2061	59:09.5229	0.08	0.92	01.10.2020 00:34:25.0165	178.97			-4
Auftrag_Typ_4:5	01.10.2020 00:01:23.9457	01.10.2020 00:42:02.0239	40:38.0782	0.27	0.73	01.10.2020 00:54:30.2790	76.52			1
Auftrag_Typ_4:6	01.10.2020 00:01:24.5278	01.10.2020 00:23:34.5539	22:10.0260	0.42	0.58	01.10.2020 00:54:30.8612	41.74			1
Auftrag_Typ_1:8	01.10.2020 00:01:25.7431	01.10.2020 00:02:52.2431	1:26.5000	1.00	0.00	01.10.2020 00:33:59.0764	4.43			1
Auftrag_Typ_1:9	01.10.2020 00:01:27.7844	01.10.2020 00:07:20.3431	5:52.5587	0.74	0.26	01.10.2020 00:34:01.1177	18.05			1
Auftrag_Typ_1:10	01.10.2020 00:01:28.0569	01.10.2020 00:19:30.8944	18:02.8375	0.28	0.72	01.10.2020 00:34:01.3902	55.44			1
Auftrag_Typ_3:11	01.10.2020 00:01:28.8421	01.10.2020 00:37:42.1010	36:13.2589	0.15	0.85	01.10.2020 00:34:32.1754	109.58			-2
Auftrag_Typ_1:11	01.10.2020 00:01:29.1119	01.10.2020 00:26:11.0031	24:41.8912	0.27	0.73	01.10.2020 00:34:02.4452	75.86			1
Auftrag_Typ_3:12	01.10.2020 00:01:30.2439	01.10.2020 00:55:35.0741	54:04.8302	0.06	0.94	01.10.2020 00:34:33.5772	163.60			-4
Auftrag_Typ_4:7	01.10.2020 00:01:31.2940	01.10.2020 00:53:15.8481	51:44.5542	0.26	0.74	01.10.2020 00:54:37.6273	97.43			10
Auftrag_Typ_3:13	01.10.2020 00:01:32.0952	01.10.2020 00:40:28.6282	38:56.5329	0.06	0.94	01.10.2020 00:34:35.4286	117.81			-3
Auftrag_Typ_1:12	01.10.2020 00:01:32.7915	01.10.2020 00:20:28.0631	18:55.2717	0.36	0.64	01.10.2020 00:34:06.1248	58.12			1
Auftrag_Typ_1:13	01.10.2020 00:01:32.8788	01.10.2020 00:05:42.6122	4:09.7334	0.71	0.29	01.10.2020 00:34:06.2122	12.78			1
Auftrag_Typ_4:8	01.10.2020 00:01:33.1226	01.10.2020 00:57:28.8415	55:55.7189	0.43	0.57	01.10.2020 00:54:39.4559	105.32			-2
Auftrag_Typ_2:3	01.10.2020 00:01:33.2789	01.10.2020 00:32:43.5871	31:10.3081	0.09	0.91	01.10.2020 00:37:59.9456	85.53			1
Auftrag_Typ_4:9	01.10.2020 00:01:35.0925	01.10.2020 00:39:59.8902	38:24.7977	0.37	0.63	01.10.2020 00:54:41.4258	72.33			1
Auftrag_Typ_3:14	01.10.2020 00:01:36.6905	01.10.2020 00:03:51.2162	2:14.5258	0.97	0.03	01.10.2020 00:34:40.0238	6.78			1
Auftrag_Typ_1:14	01.10.2020 00:01:43.0799	01.10.2020 00:45:17.0048	43:33.9249	0.14	0.86	01.10.2020 00:34:16.4133	133.82			-3
Auftrag_Typ_2:4	01.10.2020 00:01:45.3726	01.10.2020 00:11:48.4432	10:03.0706	0.38	0.62	01.10.2020 00:38:12.0393	27.58			1
Auftrag_Typ_3:15	01.10.2020 00:01:45.7694	01.10.2020 00:07:41.7338	5:55.9644	0.49	0.51	01.10.2020 00:34:49.1027	17.95			1
Auftrag_Typ_5:4	01.10.2020 00:01:45.8351	01.10.2020 00:30:50.6415	29:04.8064	0.32	0.68	01.10.2020 01:37:24.1685	30.41			1
Auftrag_Typ_3:16	01.10.2020 00:01:46.0853	01.10.2020 00:14:56.1422	13:10.0570	0.40	0.60	01.10.2020 00:34:49.4186	39.83			1
Auftrag_Typ_1:15	01.10.2020 00:01:46.6692	01.10.2020 00:25:20.2622	23:33.5930	0.67	0.33	01.10.2020 00:34:20.0025	72.37			1
Auftrag_Typ_2:5	01.10.2020 00:01:48.0419	01.10.2020 00:03:08.6898	1:20.6479	0.95	0.05	01.10.2020 00:38:14.7086	3.69			1
Auftrag_Typ_6:1	01.10.2020 00:01:50.2327	01.10.2020 00:05:33.3682	3:43.1356	0.62	0.38	01.10.2020 02:00:23.5660	3.14			1
Auftrag_Typ_1:16	01.10.2020 00:01:50.4397	01.10.2020 00:17:35.9632	15:45.5234	0.56	0.44	01.10.2020 00:34:23.7731	48.41			1
Auftrag_Typ_3:17	01.10.2020 00:01:51.4101	01.10.2020 00:17:14.0424	15:22.6323	0.27	0.73	01.10.2020 00:34:54.7434	46.52			1
Auftrag_Typ_5:5	01.10.2020 00:01:51.4501	01.10.2020 00:09:19.0702	7:27.6202	0.94	0.06	01.10.2020 01:37:29.7834	7.80			1
Auftrag_Typ_3:18	01.10.2020 00:01:51.5138	01.10.2020 00:12:37.5331	10:46.0193	0.54	0.46	01.10.2020 00:34:54.8472	32.57			1
Auftrag_Typ_2:6	01.10.2020 00:01:51.8597	01.10.2020 00:07:55.8989	6:04.0392	0.77	0.23	01.10.2020 00:38:18.5264	16.65			1
Auftrag_Typ_3:19	01.10.2020 00:01:55.9448	01.10.2020 00:10:20.6962	8:24.7514	0.26	0.74	01.10.2020 00:34:59.2781	25.45			1
Auftrag_Typ_3:20	01.10.2020 00:01:56.0761	01.10.2020 00:08:35.5392	6:39.4631	0.60	0.40	01.10.2020 00:34:59.4094	20.14			1
Auftrag_Typ_4:10	01.10.2020 00:01:58.8349	01.10.2020 00:06:22.5349	4:23.7000	1.00	0.00	01.10.2020 00:55:05.1683	8.28			1
Auftrag_Typ_6:2	01.10.2020 00:01:59.1292	01.10.2020 00:14:13.8938	12:14.7646	0.86	0.14	01.10.2020 02:00:32.4626	10.33			1
Auftrag_Typ_2:7	01.10.2020 00:01:59.9996	01.10.2020 00:07:08.4442	5:08.4447	0.32	0.68	01.10.2020 00:38:26.6662	14.11			1

Episode322
Auftrag_Typ_5:1	01.10.2020 00:01:00.2211	01.10.2020 02:13:28.0448	2:12:27.8237	0.26	0.74	01.10.2020 01:36:38.5544	138.50			-3
Auftrag_Typ_3:1	01.10.2020 00:01:02.1918	01.10.2020 00:15:25.1011	14:22.9093	0.10	0.90	01.10.2020 00:34:05.5251	43.51			1
Auftrag_Typ_3:2	01.10.2020 00:01:03.1761	01.10.2020 00:06:25.6087	5:22.4326	0.67	0.33	01.10.2020 00:34:06.5095	16.26			1
Auftrag_Typ_2:1	01.10.2020 00:01:03.4608	01.10.2020 00:03:34.8648	2:31.4040	1.00	0.00	01.10.2020 00:37:30.1274	6.92			1
Auftrag_Typ_5:2	01.10.2020 00:01:03.8224	01.10.2020 01:28:02.6082	1:26:58.7858	0.47	0.53	01.10.2020 01:36:42.1557	90.95			10
Auftrag_Typ_3:3	01.10.2020 00:01:05.2625	01.10.2020 01:40:25.7282	1:39:20.4657	0.04	0.96	01.10.2020 00:34:08.5958	300.53			-5
Auftrag_Typ_1:1	01.10.2020 00:01:06.4736	01.10.2020 00:13:27.0073	12:20.5336	0.55	0.45	01.10.2020 00:33:39.8070	37.91			1
Auftrag_Typ_2:2	01.10.2020 00:01:06.7694	01.10.2020 00:10:01.8311	8:55.0617	0.47	0.53	01.10.2020 00:37:33.4360	24.47			1
Auftrag_Typ_4:1	01.10.2020 00:01:07.7311	01.10.2020 00:29:06.6682	27:58.9371	0.34	0.66	01.10.2020 00:54:14.0644	52.69			1
Auftrag_Typ_2:3	01.10.2020 00:01:08.5041	01.10.2020 02:31:54.2828	2:30:45.7787	0.02	0.98	01.10.2020 00:37:35.1708	413.68			-5
Auftrag_Typ_3:4	01.10.2020 00:01:08.8153	01.10.2020 00:24:55.5532	23:46.7379	0.17	0.83	01.10.2020 00:34:12.1486	71.94			1
Auftrag_Typ_5:3	01.10.2020 00:01:09.1636	01.10.2020 00:07:14.2637	6:05.1001	0.79	0.21	01.10.2020 01:36:47.4970	6.36			1
Auftrag_Typ_4:2	01.10.2020 00:01:11.6377	01.10.2020 00:08:06.8577	6:55.2200	1.00	0.00	01.10.2020 00:54:17.9711	13.03			1
Auftrag_Typ_3:5	01.10.2020 00:01:11.7267	01.10.2020 00:21:33.1992	20:21.4725	0.20	0.80	01.10.2020 00:34:15.0600	61.59			1
Auftrag_Typ_3:6	01.10.2020 00:01:13.1161	01.10.2020 00:22:33.2511	21:20.1350	0.15	0.85	01.10.2020 00:34:16.4494	64.54			1
Auftrag_Typ_2:4	01.10.2020 00:01:13.1493	01.10.2020 02:30:39.6788	2:29:26.5294	0.03	0.97	01.10.2020 00:37:39.8160	410.05			-5
Auftrag_Typ_5:4	01.10.2020 00:01:13.3854	01.10.2020 00:24:29.4411	23:16.0557	0.96	0.04	01.10.2020 01:36:51.7187	24.33			1
Auftrag_Typ_3:7	01.10.2020 00:01:15.3424	01.10.2020 02:27:45.3548	2:26:30.0124	0.02	0.98	01.10.2020 00:34:18.6757	443.19			-5
Auftrag_Typ_3:8	01.10.2020 00:01:15.9337	01.10.2020 00:04:17.0818	3:01.1481	0.91	0.09	01.10.2020 00:34:19.2671	9.13			1
Auftrag_Typ_1:2	01.10.2020 00:01:16.0818	01.10.2020 00:53:22.2297	52:06.1480	0.37	0.63	01.10.2020 00:33:49.4151	160.04			-4
Auftrag_Typ_1:3	01.10.2020 00:01:16.1155	01.10.2020 01:08:31.6648	1:07:15.5493	0.47	0.53	01.10.2020 00:33:49.4488	206.60			-5
Auftrag_Typ_4:3	01.10.2020 00:01:16.8608	01.10.2020 00:19:44.9602	18:28.0994	0.51	0.49	01.10.2020 00:54:23.1941	34.78			1
Auftrag_Typ_2:5	01.10.2020 00:01:17.3014	01.10.2020 02:25:29.6208	2:24:12.3193	0.02	0.98	01.10.2020 00:37:43.9681	395.69			-5
Auftrag_Typ_1:4	01.10.2020 00:01:19.3630	01.10.2020 00:09:18.5802	7:59.2172	0.45	0.55	01.10.2020 00:33:52.6963	24.53			1
Auftrag_Typ_3:9	01.10.2020 00:01:19.5980	01.10.2020 00:20:11.4736	18:51.8755	0.28	0.72	01.10.2020 00:34:22.9314	57.07			1
Auftrag_Typ_2:6	01.10.2020 00:01:21.0533	01.10.2020 00:14:43.4913	13:22.4380	0.22	0.78	01.10.2020 00:37:47.7199	36.70			1
Auftrag_Typ_1:5	01.10.2020 00:01:22.7570	01.10.2020 00:07:28.4248	6:05.6678	0.93	0.07	01.10.2020 00:33:56.0903	18.72			1
Auftrag_Typ_5:5	01.10.2020 00:01:23.4468	01.10.2020 01:14:57.8411	1:13:34.3943	0.72	0.28	01.10.2020 01:37:01.7801	76.93			1
Auftrag_Typ_1:6	01.10.2020 00:01:23.9902	01.10.2020 01:28:01.4282	1:26:37.4380	0.08	0.92	01.10.2020 00:33:57.3235	266.08			-5
Auftrag_Typ_5:6	01.10.2020 00:01:24.4277	01.10.2020 00:48:23.2735	46:58.8458	0.63	0.37	01.10.2020 01:37:02.7610	49.12			1
Auftrag_Typ_1:7	01.10.2020 00:01:24.6023	01.10.2020 00:18:43.6736	17:19.0713	0.22	0.78	01.10.2020 00:33:57.9356	53.19			1
Auftrag_Typ_5:7	01.10.2020 00:01:24.7886	01.10.2020 01:40:02.4282	1:38:37.6396	0.62	0.38	01.10.2020 01:37:03.1220	103.12			-2
Auftrag_Typ_5:8	01.10.2020 00:01:25.4977	01.10.2020 01:38:40.7411	1:37:15.2433	0.50	0.50	01.10.2020 01:37:03.8311	101.69			-2
Auftrag_Typ_6:1	01.10.2020 00:01:26.2279	01.10.2020 00:37:06.7648	35:40.5369	0.89	0.11	01.10.2020 01:59:59.5612	30.09			1
Auftrag_Typ_3:10	01.10.2020 00:01:27.1645	01.10.2020 00:17:38.4736	16:11.3091	0.18	0.82	01.10.2020 00:34:30.4978	48.97			1
Auftrag_Typ_2:7	01.10.2020 00:01:27.8183	01.10.2020 02:22:49.0168	2:21:21.1985	0.02	0.98	01.10.2020 00:37:54.4850	387.86			-5
Auftrag_Typ_1:8	01.10.2020 00:01:28.6749	01.10.2020 00:17:20.9911	15:52.3162	0.10	0.90	01.10.2020 00:34:02.0082	48.75			1
Auftrag_Typ_3:11	01.10.2020 00:01:32.6154	01.10.2020 02:21:19.6928	2:19:47.0774	0.03	0.97	01.10.2020 00:34:35.9487	422.88			-5
Auftrag_Typ_2:8	01.10.2020 00:01:38.2700	01.10.2020 01:12:44.6917	1:11:06.4218	0.02	0.98	01.10.2020 00:38:04.9366	195.11			-5
Auftrag_Typ_3:12	01.10.2020 00:01:38.4742	01.10.2020 01:13:31.6157	1:11:53.1415	0.06	0.94	01.10.2020 00:34:41.8075	217.47			-5
Auftrag_Typ_5:9	01.10.2020 00:01:39.7785	01.10.2020 01:15:11.0282	1:13:31.2497	0.65	0.35	01.10.2020 01:37:18.1119	76.87			1
Auftrag_Typ_5:10	01.10.2020 00:01:42.9381	01.10.2020 00:35:50.0697	34:07.1316	0.73	0.27	01.10.2020 01:37:21.2715	35.67			1
Auftrag_Typ_1:9	01.10.2020 00:01:43.1084	01.10.2020 00:29:06.4570	27:23.3486	0.20	0.80	01.10.2020 00:34:16.4417	84.13			1
Auftrag_Typ_1:10	01.10.2020 00:01:45.7424	01.10.2020 02:16:29.2848	2:14:43.5424	0.04	0.96	01.10.2020 00:34:19.0757	413.83			-5
Auftrag_Typ_5:11	01.10.2020 00:01:46.1411	01.10.2020 01:41:08.0048	1:39:21.8637	0.43	0.57	01.10.2020 01:37:24.4744	103.90			-2
Auftrag_Typ_3:13	01.10.2020 00:01:46.5749	01.10.2020 00:08:54.4636	7:07.8887	0.64	0.36	01.10.2020 00:34:49.9083	21.57			1
Auftrag_Typ_1:11	01.10.2020 00:01:47.7127	01.10.2020 00:12:21.3977	10:33.6850	0.24	0.76	01.10.2020 00:34:21.0461	32.44			1
Auftrag_Typ_3:14	01.10.2020 00:01:48.0447	01.10.2020 02:20:10.2788	2:18:22.2341	0.04	0.96	01.10.2020 00:34:51.3780	418.60			-5
Auftrag_Typ_3:15	01.10.2020 00:01:48.0854	01.10.2020 00:17:14.9811	15:26.8956	0.24	0.76	01.10.2020 00:34:51.4187	46.73			1
Auftrag_Typ_2:9	01.10.2020 00:01:50.6118	01.10.2020 00:11:36.2917	9:45.6799	0.25	0.75	01.10.2020 00:38:17.2785	26.78			1
Auftrag_Typ_3:16	01.10.2020 00:01:51.1243	01.10.2020 00:09:49.0157	7:57.8914	0.27	0.73	01.10.2020 00:34:54.4576	24.10			1
Auftrag_Typ_4:4	01.10.2020 00:01:51.3814	01.10.2020 00:04:42.0411	2:50.6596	0.77	0.23	01.10.2020 00:54:57.7148	5.36			1
Auftrag_Typ_5:12	01.10.2020 00:01:54.0887	01.10.2020 00:06:58.6402	5:04.5514	0.94	0.06	01.10.2020 01:37:32.4221	5.31			1
Auftrag_Typ_3:17	01.10.2020 00:01:54.9280	01.10.2020 00:09:35.9311	7:41.0030	0.31	0.69	01.10.2020 00:34:58.2614	23.24			1
Auftrag_Typ_5:13	01.10.2020 00:01:54.9598	01.10.2020 00:14:38.8437	12:43.8839	0.71	0.29	01.10.2020 01:37:33.2931	13.31			1
