BE	Start	Ende	Durchlaufzeit	Anteil_Produktion	Anteil_Liegezeit	Liefertermin	Termintreue	Difference Reward	DebugStammdaten	Reward
Auftrag_Typ_1:12	01.10.2020 00:01:37.0344	01.10.2020 00:13:30.6031	11:53.5687	0.54	0.46	01.10.2020 00:34:10.3677	36.53			1
Auftrag_Typ_3:16	01.10.2020 00:01:37.1158	01.10.2020 00:32:30.7624	30:53.6466	0.57	0.43	01.10.2020 00:34:40.4491	93.46			10
Auftrag_Typ_4:4	01.10.2020 00:01:40.7660	01.10.2020 00:55:44.7309	54:03.9649	0.24	0.76	01.10.2020 00:54:47.0993	101.81			-2
Auftrag_Typ_5:9	01.10.2020 00:01:42.2026	01.10.2020 00:35:34.6630	33:52.4604	0.57	0.43	01.10.2020 01:37:20.5360	35.42			1
Auftrag_Typ_1:13	01.10.2020 00:01:42.6313	01.10.2020 01:04:37.3231	1:02:54.6917	0.06	0.94	01.10.2020 00:34:15.9647	193.24			-5
Auftrag_Typ_3:17	01.10.2020 00:01:44.8987	01.10.2020 00:43:53.7909	42:08.8922	0.06	0.94	01.10.2020 00:34:48.2321	127.51			-3
Auftrag_Typ_3:18	01.10.2020 00:01:46.2048	01.10.2020 00:08:18.3863	6:32.1815	0.89	0.11	01.10.2020 00:34:49.5381	19.77			1
Auftrag_Typ_5:10	01.10.2020 00:01:47.4552	01.10.2020 01:49:31.2537	1:47:43.7985	0.63	0.37	01.10.2020 01:37:25.7885	112.64			-3
Auftrag_Typ_3:19	01.10.2020 00:01:48.0343	01.10.2020 00:46:15.0432	44:27.0089	0.12	0.88	01.10.2020 00:34:51.3676	134.47			-3
Auftrag_Typ_3:20	01.10.2020 00:01:49.3707	01.10.2020 00:27:13.9862	25:24.6155	0.23	0.77	01.10.2020 00:34:52.7040	76.87			1
Auftrag_Typ_5:11	01.10.2020 00:01:50.5745	01.10.2020 00:20:23.1881	18:32.6136	0.44	0.56	01.10.2020 01:37:28.9079	19.39			1
Auftrag_Typ_6:2	01.10.2020 00:01:50.9206	01.10.2020 00:24:58.0841	23:07.1635	0.76	0.24	01.10.2020 02:00:24.2539	19.50			1
Auftrag_Typ_5:12	01.10.2020 00:01:52.1508	01.10.2020 00:52:22.3390	50:30.1882	0.82	0.18	01.10.2020 01:37:30.4841	52.81			1
Auftrag_Typ_4:5	01.10.2020 00:01:53.0716	01.10.2020 00:40:56.1589	39:03.0873	0.34	0.66	01.10.2020 00:54:59.4050	73.54			1
Auftrag_Typ_2:2	01.10.2020 00:01:53.6603	01.10.2020 00:28:16.1862	26:22.5259	0.58	0.42	01.10.2020 00:38:20.3270	72.37			1
Auftrag_Typ_3:21	01.10.2020 00:01:55.1686	01.10.2020 00:26:39.1132	24:43.9445	0.18	0.82	01.10.2020 00:34:58.5019	74.82			1
Auftrag_Typ_3:22	01.10.2020 00:01:55.9429	01.10.2020 00:16:42.2430	14:46.3001	0.24	0.76	01.10.2020 00:34:59.2763	44.69			1
Auftrag_Typ_1:14	01.10.2020 00:01:56.6938	01.10.2020 00:09:19.5568	7:22.8630	0.58	0.42	01.10.2020 00:34:30.0272	22.67			1
Auftrag_Typ_1:15	01.10.2020 00:01:56.9236	01.10.2020 00:09:46.6940	7:49.7704	0.60	0.40	01.10.2020 00:34:30.2569	24.05			1
Auftrag_Typ_2:3	01.10.2020 00:01:57.6237	01.10.2020 00:22:38.3862	20:40.7625	0.78	0.22	01.10.2020 00:38:24.2904	56.74			1
Auftrag_Typ_5:13	01.10.2020 00:01:58.4516	01.10.2020 01:26:11.7108	1:24:13.2592	0.52	0.48	01.10.2020 01:37:36.7850	88.06			1

Episode4
Auftrag_Typ_1:1	01.10.2020 00:01:01.8399	01.10.2020 00:14:48.5204	13:46.6805	0.22	0.78	01.10.2020 00:33:35.1732	42.32			1
Auftrag_Typ_2:1	01.10.2020 00:01:03.0504	01.10.2020 00:11:22.8760	10:19.8257	0.23	0.77	01.10.2020 00:37:29.7170	28.35			1
Auftrag_Typ_4:1	01.10.2020 00:01:03.9564	01.10.2020 00:06:59.4276	5:55.4713	0.86	0.14	01.10.2020 00:54:10.2897	11.16			1
Auftrag_Typ_1:2	01.10.2020 00:01:07.8676	01.10.2020 00:33:44.6205	32:36.7530	0.16	0.84	01.10.2020 00:33:41.2009	100.18			10
Auftrag_Typ_5:1	01.10.2020 00:01:10.0880	01.10.2020 00:07:51.1485	6:41.0605	0.95	0.05	01.10.2020 01:36:48.4213	6.99			1
Auftrag_Typ_1:3	01.10.2020 00:01:10.1266	01.10.2020 00:18:28.6427	17:18.5161	0.42	0.58	01.10.2020 00:33:43.4599	53.17			1
Auftrag_Typ_1:4	01.10.2020 00:01:10.3865	01.10.2020 00:25:13.1005	24:02.7141	0.20	0.80	01.10.2020 00:33:43.7198	73.86			1
Auftrag_Typ_4:2	01.10.2020 00:01:10.4656	01.10.2020 00:27:17.8265	26:07.3608	0.24	0.76	01.10.2020 00:54:16.7990	49.19			1
Auftrag_Typ_3:1	01.10.2020 00:01:11.3551	01.10.2020 00:38:54.8905	37:43.5355	0.09	0.91	01.10.2020 00:34:14.6884	114.13			-3
Auftrag_Typ_3:2	01.10.2020 00:01:11.4408	01.10.2020 00:21:54.9465	20:43.5057	0.34	0.66	01.10.2020 00:34:14.7741	62.70			1
Auftrag_Typ_3:3	01.10.2020 00:01:11.5370	01.10.2020 00:48:29.4264	47:17.8894	0.14	0.86	01.10.2020 00:34:14.8703	143.09			-3
Auftrag_Typ_2:2	01.10.2020 00:01:11.5394	01.10.2020 00:18:44.3265	17:32.7871	0.19	0.81	01.10.2020 00:37:38.2061	48.15			1
Auftrag_Typ_3:4	01.10.2020 00:01:11.7419	01.10.2020 00:25:41.3680	24:29.6260	0.28	0.72	01.10.2020 00:34:15.0753	74.10			1
Auftrag_Typ_3:5	01.10.2020 00:01:12.9646	01.10.2020 00:25:12.9265	23:59.9619	0.26	0.74	01.10.2020 00:34:16.2979	72.60			1
Auftrag_Typ_1:5	01.10.2020 00:01:13.0388	01.10.2020 00:09:24.1164	8:11.0776	0.30	0.70	01.10.2020 00:33:46.3721	25.14			1
Auftrag_Typ_3:6	01.10.2020 00:01:16.6720	01.10.2020 00:17:42.1265	16:25.4545	0.99	0.01	01.10.2020 00:34:20.0053	49.69			1
Auftrag_Typ_3:7	01.10.2020 00:01:18.5829	01.10.2020 00:40:06.6979	38:48.1150	0.06	0.94	01.10.2020 00:34:21.9163	117.38			-3
Auftrag_Typ_1:6	01.10.2020 00:01:18.8260	01.10.2020 00:08:33.8644	7:15.0383	0.83	0.17	01.10.2020 00:33:52.1594	22.27			1
Auftrag_Typ_5:2	01.10.2020 00:01:19.6173	01.10.2020 00:20:01.3106	18:41.6932	0.95	0.05	01.10.2020 01:36:57.9506	19.55			1
Auftrag_Typ_2:3	01.10.2020 00:01:24.0585	01.10.2020 00:05:25.3776	4:01.3191	0.91	0.09	01.10.2020 00:37:50.7252	11.04			1
Auftrag_Typ_1:7	01.10.2020 00:01:24.4620	01.10.2020 00:17:36.8285	16:12.3664	0.32	0.68	01.10.2020 00:33:57.7954	49.78			1
Auftrag_Typ_3:8	01.10.2020 00:01:26.1913	01.10.2020 00:26:55.4585	25:29.2672	0.18	0.82	01.10.2020 00:34:29.5246	77.11			1
Auftrag_Typ_1:8	01.10.2020 00:01:26.3619	01.10.2020 00:10:14.4885	8:48.1266	0.58	0.42	01.10.2020 00:33:59.6953	27.04			1
Auftrag_Typ_3:9	01.10.2020 00:01:28.1505	01.10.2020 00:12:20.5827	10:52.4322	0.40	0.60	01.10.2020 00:34:31.4839	32.90			1
Auftrag_Typ_3:10	01.10.2020 00:01:28.6992	01.10.2020 02:13:38.4524	2:12:09.7532	0.03	0.97	01.10.2020 00:34:32.0325	399.82			-5
Auftrag_Typ_2:4	01.10.2020 00:01:28.9778	01.10.2020 00:22:33.4080	21:04.4301	0.18	0.82	01.10.2020 00:37:55.6445	57.82			1
Auftrag_Typ_1:9	01.10.2020 00:01:29.3955	01.10.2020 01:27:31.5384	1:26:02.1428	0.28	0.72	01.10.2020 00:34:02.7289	264.27			-5
Auftrag_Typ_3:11	01.10.2020 00:01:29.9438	01.10.2020 00:26:44.7265	25:14.7827	0.23	0.77	01.10.2020 00:34:33.2771	76.38			1
Auftrag_Typ_5:3	01.10.2020 00:01:30.0725	01.10.2020 01:34:21.2379	1:32:51.1654	0.74	0.26	01.10.2020 01:37:08.4058	97.09			10
Auftrag_Typ_3:12	01.10.2020 00:01:30.6386	01.10.2020 00:44:38.4264	43:07.7878	0.12	0.88	01.10.2020 00:34:33.9720	130.48			-3
Auftrag_Typ_2:5	01.10.2020 00:01:30.8636	01.10.2020 00:45:05.6264	43:34.7628	0.07	0.93	01.10.2020 00:37:57.5303	119.58			-3
Auftrag_Typ_5:4	01.10.2020 00:01:31.7092	01.10.2020 01:06:13.0584	1:04:41.3492	0.57	0.43	01.10.2020 01:37:10.0425	67.64			1
Auftrag_Typ_1:10	01.10.2020 00:01:32.3672	01.10.2020 00:12:47.9585	11:15.5913	0.41	0.59	01.10.2020 00:34:05.7005	34.59			1
Auftrag_Typ_3:13	01.10.2020 00:01:32.6285	01.10.2020 00:17:51.1806	16:18.5520	0.23	0.77	01.10.2020 00:34:35.9619	49.34			1
Auftrag_Typ_3:14	01.10.2020 00:01:32.6304	01.10.2020 00:23:20.6265	21:47.9960	0.21	0.79	01.10.2020 00:34:35.9638	65.95			1
Auftrag_Typ_4:3	01.10.2020 00:01:32.9451	01.10.2020 02:13:24.7564	2:11:51.8113	0.19	0.81	01.10.2020 00:54:39.2784	248.30			-5
Auftrag_Typ_3:15	01.10.2020 00:01:33.8082	01.10.2020 00:27:31.5280	25:57.7197	0.17	0.83	01.10.2020 00:34:37.1415	78.54			1
Auftrag_Typ_3:16	01.10.2020 00:01:34.0794	01.10.2020 00:19:46.4265	18:12.3471	0.26	0.74	01.10.2020 00:34:37.4128	55.08			1
Auftrag_Typ_2:6	01.10.2020 00:01:35.1911	01.10.2020 00:19:11.4480	17:36.2569	0.21	0.79	01.10.2020 00:38:01.8578	48.30			1
Auftrag_Typ_4:4	01.10.2020 00:01:35.7805	01.10.2020 01:48:52.4184	1:47:16.6379	0.21	0.79	01.10.2020 00:54:42.1138	202.01			-5
Auftrag_Typ_1:11	01.10.2020 00:01:36.8276	01.10.2020 00:22:20.0480	20:43.2204	0.36	0.64	01.10.2020 00:34:10.1610	63.65			1
Auftrag_Typ_1:12	01.10.2020 00:01:39.0686	01.10.2020 00:21:02.9265	19:23.8579	0.30	0.70	01.10.2020 00:34:12.4019	59.58			1
Auftrag_Typ_3:17	01.10.2020 00:01:40.1002	01.10.2020 00:21:06.6080	19:26.5078	0.25	0.75	01.10.2020 00:34:43.4335	58.82			1
Auftrag_Typ_4:5	01.10.2020 00:01:41.2213	01.10.2020 00:44:48.1784	43:06.9570	0.52	0.48	01.10.2020 00:54:47.5547	81.19			1
Auftrag_Typ_3:18	01.10.2020 00:01:41.9765	01.10.2020 00:10:24.3006	8:42.3241	0.42	0.58	01.10.2020 00:34:45.3099	26.34			1
Auftrag_Typ_1:13	01.10.2020 00:01:42.8342	01.10.2020 00:12:26.4244	10:43.5902	0.55	0.45	01.10.2020 00:34:16.1675	32.95			1
Auftrag_Typ_1:14	01.10.2020 00:01:45.9588	01.10.2020 00:21:52.8265	20:06.8677	0.25	0.75	01.10.2020 00:34:19.2921	61.79			1
Auftrag_Typ_1:15	01.10.2020 00:01:46.6195	01.10.2020 00:31:10.1405	29:23.5210	0.27	0.73	01.10.2020 00:34:19.9529	90.28			10
Auftrag_Typ_3:19	01.10.2020 00:01:46.9007	01.10.2020 00:50:35.4264	48:48.5257	0.11	0.89	01.10.2020 00:34:50.2340	147.66			-3
Auftrag_Typ_3:20	01.10.2020 00:01:47.5099	01.10.2020 00:19:48.1265	18:00.6166	0.25	0.75	01.10.2020 00:34:50.8433	54.48			1
Auftrag_Typ_1:16	01.10.2020 00:01:47.8773	01.10.2020 00:18:05.6244	16:17.7471	0.45	0.55	01.10.2020 00:34:21.2106	50.06			1
Auftrag_Typ_1:17	01.10.2020 00:01:50.1877	01.10.2020 00:07:51.1485	6:00.9608	0.39	0.61	01.10.2020 00:34:23.5210	18.48			1
Auftrag_Typ_1:18	01.10.2020 00:01:52.3150	01.10.2020 00:20:41.6685	18:49.3535	0.86	0.14	01.10.2020 00:34:25.6483	57.82			1
Auftrag_Typ_5:5	01.10.2020 00:01:52.5146	01.10.2020 00:08:03.1487	6:10.6342	0.82	0.18	01.10.2020 01:37:30.8479	6.46			1
Auftrag_Typ_3:21	01.10.2020 00:01:54.4725	01.10.2020 00:52:41.4264	50:46.9538	0.10	0.90	01.10.2020 00:34:57.8059	153.63			0
Auftrag_Typ_3:22	01.10.2020 00:01:54.5723	01.10.2020 00:23:02.3984	21:07.8261	0.16	0.84	01.10.2020 00:34:57.9056	63.92			1
Auftrag_Typ_1:19	01.10.2020 00:01:55.4149	01.10.2020 00:15:49.3180	13:53.9031	0.96	0.04	01.10.2020 00:34:28.7482	42.69			1
Auftrag_Typ_3:23	01.10.2020 00:01:56.5742	01.10.2020 00:07:20.6356	5:24.0614	0.63	0.37	01.10.2020 00:34:59.9076	16.34			1
Auftrag_Typ_4:6	01.10.2020 00:01:58.8073	01.10.2020 00:32:37.6179	30:38.8106	0.42	0.58	01.10.2020 00:55:05.1406	57.71			1
Auftrag_Typ_6:1	01.10.2020 00:01:59.1161	01.10.2020 00:05:57.6764	3:58.5603	0.69	0.31	01.10.2020 02:00:32.4494	3.35			1

Episode5
Auftrag_Typ_1:1	01.10.2020 00:01:00.1149	01.10.2020 00:06:34.4218	5:34.3069	0.40	0.60	01.10.2020 00:33:33.4482	17.11			1
Auftrag_Typ_3:1	01.10.2020 00:01:00.2947	01.10.2020 00:39:56.4279	38:56.1332	0.07	0.93	01.10.2020 00:34:03.6280	117.79			-3
Auftrag_Typ_3:2	01.10.2020 00:01:01.1796	01.10.2020 00:31:05.2214	30:04.0417	0.14	0.86	01.10.2020 00:34:04.5130	90.96			10
Auftrag_Typ_3:3	01.10.2020 00:01:03.3618	01.10.2020 00:39:03.2279	37:59.8661	0.11	0.89	01.10.2020 00:34:06.6952	114.95			-3
Auftrag_Typ_3:4	01.10.2020 00:01:03.6236	01.10.2020 00:35:44.4279	34:40.8043	0.08	0.92	01.10.2020 00:34:06.9569	104.91			-2
Auftrag_Typ_1:2	01.10.2020 00:01:04.6251	01.10.2020 00:04:40.7101	3:36.0850	1.00	0.00	01.10.2020 00:33:37.9585	11.06			1
Auftrag_Typ_1:3	01.10.2020 00:01:06.2618	01.10.2020 00:05:03.7018	3:57.4400	0.57	0.43	01.10.2020 00:33:39.5951	12.16			1
Auftrag_Typ_1:4	01.10.2020 00:01:06.5314	01.10.2020 00:17:41.9514	16:35.4200	1.00	0.00	01.10.2020 00:33:39.8647	50.96			1
Auftrag_Typ_2:1	01.10.2020 00:01:06.6007	01.10.2020 00:27:13.7707	26:07.1699	0.14	0.86	01.10.2020 00:37:33.2674	71.67			1
Auftrag_Typ_2:2	01.10.2020 00:01:07.0023	01.10.2020 00:26:13.5707	25:06.5684	0.10	0.90	01.10.2020 00:37:33.6689	68.90			1
Auftrag_Typ_5:1	01.10.2020 00:01:07.2197	01.10.2020 00:51:39.5314	50:32.3117	0.41	0.59	01.10.2020 01:36:45.5530	52.84			1
Auftrag_Typ_3:5	01.10.2020 00:01:07.3189	01.10.2020 00:04:27.6046	3:20.2857	0.70	0.30	01.10.2020 00:34:10.6523	10.10			1
Auftrag_Typ_3:6	01.10.2020 00:01:08.3725	01.10.2020 00:12:40.7365	11:32.3640	0.17	0.83	01.10.2020 00:34:11.7058	34.91			1
Auftrag_Typ_3:7	01.10.2020 00:01:13.5953	01.10.2020 00:57:37.5725	56:23.9772	0.10	0.90	01.10.2020 00:34:16.9287	170.62			-4
Auftrag_Typ_2:3	01.10.2020 00:01:14.8697	01.10.2020 00:23:39.5707	22:24.7010	0.11	0.89	01.10.2020 00:37:41.5363	61.50			1
Auftrag_Typ_1:5	01.10.2020 00:01:14.9772	01.10.2020 00:06:16.2018	5:01.2246	0.95	0.05	01.10.2020 00:33:48.3105	15.42			1
Auftrag_Typ_3:8	01.10.2020 00:01:16.6473	01.10.2020 01:07:19.4516	1:06:02.8043	0.08	0.92	01.10.2020 00:34:19.9807	199.81			-5
Auftrag_Typ_1:6	01.10.2020 00:01:16.9281	01.10.2020 00:08:43.4769	7:26.5488	0.71	0.29	01.10.2020 00:33:50.2614	22.86			1
Auftrag_Typ_5:2	01.10.2020 00:01:19.3015	01.10.2020 00:59:28.0176	58:08.7161	0.33	0.67	01.10.2020 01:36:57.6348	60.80			1
Auftrag_Typ_1:7	01.10.2020 00:01:19.3682	01.10.2020 00:05:41.8436	4:22.4754	0.95	0.05	01.10.2020 00:33:52.7015	13.44			1
Auftrag_Typ_1:8	01.10.2020 00:01:19.5665	01.10.2020 00:19:19.4948	17:59.9283	0.37	0.63	01.10.2020 00:33:52.8998	55.29			1
Auftrag_Typ_1:9	01.10.2020 00:01:20.7317	01.10.2020 00:16:44.2956	15:23.5639	0.33	0.67	01.10.2020 00:33:54.0651	47.28			1
Auftrag_Typ_3:9	01.10.2020 00:01:22.5641	01.10.2020 00:25:14.4279	23:51.8638	0.17	0.83	01.10.2020 00:34:25.8974	72.19			1
Auftrag_Typ_3:10	01.10.2020 00:01:22.8384	01.10.2020 00:15:43.0956	14:20.2572	0.45	0.55	01.10.2020 00:34:26.1718	43.37			1
Auftrag_Typ_4:1	01.10.2020 00:01:23.3299	01.10.2020 00:20:45.8687	19:22.5387	0.69	0.31	01.10.2020 00:54:29.6633	36.49			1
Auftrag_Typ_3:11	01.10.2020 00:01:23.8361	01.10.2020 00:07:03.0618	5:39.2257	0.91	0.09	01.10.2020 00:34:27.1694	17.10			1
Auftrag_Typ_1:10	01.10.2020 00:01:25.2554	01.10.2020 00:10:47.9876	9:22.7322	0.69	0.31	01.10.2020 00:33:58.5887	28.81			1
Auftrag_Typ_4:2	01.10.2020 00:01:25.3518	01.10.2020 00:24:50.3214	23:24.9695	0.22	0.78	01.10.2020 00:54:31.6852	44.09			1
Auftrag_Typ_3:12	01.10.2020 00:01:25.3892	01.10.2020 00:13:17.8165	11:52.4273	0.21	0.79	01.10.2020 00:34:28.7225	35.92			1
Auftrag_Typ_1:11	01.10.2020 00:01:27.9546	01.10.2020 00:08:14.9876	6:47.0330	0.77	0.23	01.10.2020 00:34:01.2880	20.84			1
Auftrag_Typ_1:12	01.10.2020 00:01:28.7208	01.10.2020 00:35:45.5279	34:16.8071	0.17	0.83	01.10.2020 00:34:02.0541	105.30			-2
Auftrag_Typ_3:13	01.10.2020 00:01:30.4110	01.10.2020 00:27:20.4279	25:50.0169	0.22	0.78	01.10.2020 00:34:33.7443	78.15			1
Auftrag_Typ_2:4	01.10.2020 00:01:32.5693	01.10.2020 00:21:24.0514	19:51.4821	0.25	0.75	01.10.2020 00:37:59.2360	54.49			1
Auftrag_Typ_3:14	01.10.2020 00:01:36.3252	01.10.2020 00:18:38.2836	17:01.9584	0.21	0.79	01.10.2020 00:34:39.6586	51.53			1
Auftrag_Typ_3:15	01.10.2020 00:01:37.1455	01.10.2020 00:20:30.2280	18:53.0824	0.32	0.68	01.10.2020 00:34:40.4789	57.13			1
Auftrag_Typ_6:1	01.10.2020 00:01:38.2499	01.10.2020 00:07:13.1698	5:34.9199	0.98	0.02	01.10.2020 02:00:11.5832	4.71			1
Auftrag_Typ_4:3	01.10.2020 00:01:38.9524	01.10.2020 00:48:18.4786	46:39.5262	0.60	0.40	01.10.2020 00:54:45.2857	87.86			1
Auftrag_Typ_2:5	01.10.2020 00:01:39.0213	01.10.2020 00:20:57.6988	19:18.6775	0.15	0.85	01.10.2020 00:38:05.6880	52.99			1
Auftrag_Typ_2:6	01.10.2020 00:01:40.1302	01.10.2020 00:20:57.4280	19:17.2978	0.16	0.84	01.10.2020 00:38:06.7969	52.93			1
Auftrag_Typ_1:13	01.10.2020 00:01:40.7817	01.10.2020 01:04:02.1776	1:02:21.3959	0.11	0.89	01.10.2020 00:34:14.1150	191.54			-5
Auftrag_Typ_1:14	01.10.2020 00:01:42.4911	01.10.2020 00:52:28.5186	50:46.0275	0.13	0.87	01.10.2020 00:34:15.8244	155.94			-4
Auftrag_Typ_3:16	01.10.2020 00:01:42.6827	01.10.2020 00:14:11.2956	12:28.6129	0.36	0.64	01.10.2020 00:34:46.0160	37.75			1
Auftrag_Typ_1:15	01.10.2020 00:01:45.8509	01.10.2020 00:33:43.1279	31:57.2770	0.11	0.89	01.10.2020 00:34:19.1843	98.15			10
Auftrag_Typ_5:3	01.10.2020 00:01:46.9305	01.10.2020 00:51:35.8976	49:48.9671	0.88	0.12	01.10.2020 01:37:25.2638	52.09			1
Auftrag_Typ_1:16	01.10.2020 00:01:47.9256	01.10.2020 00:38:13.4079	36:25.4823	0.20	0.80	01.10.2020 00:34:21.2590	111.88			-3
Auftrag_Typ_2:7	01.10.2020 00:01:49.1756	01.10.2020 00:24:33.9336	22:44.7579	0.19	0.81	01.10.2020 00:38:15.8423	62.41			1
Auftrag_Typ_3:17	01.10.2020 00:01:49.2469	01.10.2020 00:12:07.1616	10:17.9147	0.50	0.50	01.10.2020 00:34:52.5803	31.16			1
Auftrag_Typ_1:17	01.10.2020 00:01:51.3198	01.10.2020 00:54:52.9576	53:01.6378	0.11	0.89	01.10.2020 00:34:24.6532	162.88			-4
Auftrag_Typ_1:18	01.10.2020 00:01:51.7111	01.10.2020 00:34:44.3279	32:52.6168	0.21	0.79	01.10.2020 00:34:25.0444	100.99			10
Auftrag_Typ_5:4	01.10.2020 00:01:52.5766	01.10.2020 00:21:33.5576	19:40.9810	0.93	0.07	01.10.2020 01:37:30.9100	20.58			1
Auftrag_Typ_3:18	01.10.2020 00:01:53.3085	01.10.2020 00:09:42.7876	7:49.4791	0.59	0.41	01.10.2020 00:34:56.6419	23.67			1
Auftrag_Typ_3:19	01.10.2020 00:01:54.0597	01.10.2020 00:19:07.6514	17:13.5917	0.39	0.61	01.10.2020 00:34:57.3930	52.11			1
Auftrag_Typ_1:19	01.10.2020 00:01:55.5371	01.10.2020 00:19:15.1201	17:19.5830	0.34	0.66	01.10.2020 00:34:28.8704	53.22			1
Auftrag_Typ_6:2	01.10.2020 00:01:56.6876	01.10.2020 00:16:04.9136	14:08.2260	0.79	0.21	01.10.2020 02:00:30.0209	11.92			1
Auftrag_Typ_2:8	01.10.2020 00:01:57.2692	01.10.2020 00:19:36.9514	17:39.6822	0.25	0.75	01.10.2020 00:38:23.9359	48.46			1
Auftrag_Typ_1:20	01.10.2020 00:01:57.3817	01.10.2020 00:13:01.9036	11:04.5219	0.52	0.48	01.10.2020 00:34:30.7150	34.02			1
Auftrag_Typ_1:21	01.10.2020 00:01:58.1801	01.10.2020 00:14:48.1801	12:50.0000	0.49	0.51	01.10.2020 00:34:31.5134	39.42			1
Auftrag_Typ_3:20	01.10.2020 00:01:58.2504	01.10.2020 00:25:11.3707	23:13.1203	0.25	0.75	01.10.2020 00:35:01.5837	70.24			1
Auftrag_Typ_1:22	01.10.2020 00:01:58.6675	01.10.2020 00:28:32.3914	26:33.7239	0.16	0.84	01.10.2020 00:34:32.0008	81.59			1
Auftrag_Typ_3:21	01.10.2020 00:01:58.6791	01.10.2020 00:22:02.0280	20:03.3488	0.26	0.74	01.10.2020 00:35:02.0125	60.67			1

Episode6
Auftrag_Typ_1:1	01.10.2020 00:01:00.0034	01.10.2020 00:15:34.4834	14:34.4800	1.00	0.00	01.10.2020 00:33:33.3367	44.77			1
Auftrag_Typ_5:1	01.10.2020 00:01:00.3036	01.10.2020 00:06:41.8025	5:41.4989	0.85	0.15	01.10.2020 01:36:38.6369	5.95			1
Auftrag_Typ_5:2	01.10.2020 00:01:00.5800	01.10.2020 03:39:18.1271	3:38:17.5471	0.41	0.59	01.10.2020 01:36:38.9133	228.25			-5
Auftrag_Typ_6:1	01.10.2020 00:01:00.8042	01.10.2020 01:09:06.5801	1:08:05.7758	0.57	0.43	01.10.2020 01:59:34.1376	57.44			1
Auftrag_Typ_3:1	01.10.2020 00:01:02.2601	01.10.2020 00:09:14.9217	8:12.6617	0.17	0.83	01.10.2020 00:34:05.5934	24.84			1
Auftrag_Typ_2:1	01.10.2020 00:01:03.5700	01.10.2020 00:10:07.6317	9:04.0617	0.12	0.88	01.10.2020 00:37:30.2367	24.88			1
Auftrag_Typ_5:3	01.10.2020 00:01:04.1351	01.10.2020 03:06:06.5373	3:05:02.4023	0.45	0.55	01.10.2020 01:36:42.4684	193.48			-5
Auftrag_Typ_5:4	01.10.2020 00:01:05.8417	01.10.2020 01:58:53.0475	1:57:47.2058	0.34	0.66	01.10.2020 01:36:44.1750	123.16			-3
Auftrag_Typ_3:2	01.10.2020 00:01:05.9715	01.10.2020 00:14:09.4064	13:03.4349	0.99	0.01	01.10.2020 00:34:09.3049	39.50			1
Auftrag_Typ_3:3	01.10.2020 00:01:06.5397	01.10.2020 00:25:34.0917	24:27.5520	0.98	0.02	01.10.2020 00:34:09.8731	73.99			1
Auftrag_Typ_4:1	01.10.2020 00:01:06.6223	01.10.2020 01:31:09.8746	1:30:03.2523	0.26	0.74	01.10.2020 00:54:12.9556	169.58			-4
Auftrag_Typ_3:4	01.10.2020 00:01:07.1004	01.10.2020 00:18:34.0834	17:26.9830	0.30	0.70	01.10.2020 00:34:10.4337	52.79			1
Auftrag_Typ_5:5	01.10.2020 00:01:07.7495	01.10.2020 02:24:33.2534	2:23:25.5038	0.40	0.60	01.10.2020 01:36:46.0829	149.97			-3
Auftrag_Typ_5:6	01.10.2020 00:01:08.2600	01.10.2020 01:22:46.8436	1:21:38.5836	0.39	0.61	01.10.2020 01:36:46.5933	85.37			1
Auftrag_Typ_1:2	01.10.2020 00:01:09.6630	01.10.2020 00:34:00.2480	32:50.5849	0.21	0.79	01.10.2020 00:33:42.9963	100.88			10
Auftrag_Typ_5:7	01.10.2020 00:01:10.6956	01.10.2020 01:42:49.1034	1:41:38.4078	0.27	0.73	01.10.2020 01:36:49.0289	106.27			-2
Auftrag_Typ_2:2	01.10.2020 00:01:13.9745	01.10.2020 00:05:09.4036	3:55.4291	0.95	0.05	01.10.2020 00:37:40.6412	10.77			1
Auftrag_Typ_3:5	01.10.2020 00:01:14.3500	01.10.2020 00:18:48.8834	17:34.5334	0.25	0.75	01.10.2020 00:34:17.6833	53.17			1
Auftrag_Typ_3:6	01.10.2020 00:01:14.7082	01.10.2020 00:53:32.5733	52:17.8651	0.06	0.94	01.10.2020 00:34:18.0415	158.21			-4
Auftrag_Typ_5:8	01.10.2020 00:01:15.4330	01.10.2020 00:51:36.2001	50:20.7671	0.86	0.14	01.10.2020 01:36:53.7663	52.64			1
Auftrag_Typ_1:3	01.10.2020 00:01:15.9623	01.10.2020 00:36:30.7735	35:14.8112	0.06	0.94	01.10.2020 00:33:49.2957	108.27			-2
Auftrag_Typ_5:9	01.10.2020 00:01:16.0735	01.10.2020 00:19:36.8735	18:20.8000	1.00	0.00	01.10.2020 01:36:54.4069	19.18			1
Auftrag_Typ_2:3	01.10.2020 00:01:16.2676	01.10.2020 00:06:56.5036	5:40.2360	0.48	0.52	01.10.2020 00:37:42.9342	15.56			1
Auftrag_Typ_5:10	01.10.2020 00:01:16.6879	01.10.2020 00:29:00.0347	27:43.3469	0.27	0.73	01.10.2020 01:36:55.0212	28.99			1
Auftrag_Typ_1:4	01.10.2020 00:01:17.0842	01.10.2020 01:26:03.3836	1:24:46.2994	0.06	0.94	01.10.2020 00:33:50.4175	260.39			-5
